control_id,frontend_name,frontend_category,api_json_path,db_table,db_column_or_json_path,db_key_or_join,link_status,value_policy,null_policy,note
svg-slide-r21,R21,玻片通道,"$.digitalTwinPayload.slideTemps[?name==""R21""].temp",physical_slots + thermal_point_states + slide_tasks + staining_tasks,"code,slot_no,drawer_code,current_temperature_deci_c,target_temperature_deci_c,status",frontend R21 -> DB B-01,partial,temperature/status from DB; no task -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,槽位和温度可关联；样本扫码/LIS 示例表为空时条码字段 null。
svg-slide-r22,R22,玻片通道,"$.digitalTwinPayload.slideTemps[?name==""R22""].temp",physical_slots + thermal_point_states + slide_tasks + staining_tasks,"code,slot_no,drawer_code,current_temperature_deci_c,target_temperature_deci_c,status",frontend R22 -> DB B-02,partial,temperature/status from DB; no task -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,槽位和温度可关联；样本扫码/LIS 示例表为空时条码字段 null。
svg-slide-r23,R23,玻片通道,"$.digitalTwinPayload.slideTemps[?name==""R23""].temp",physical_slots + thermal_point_states + slide_tasks + staining_tasks,"code,slot_no,drawer_code,current_temperature_deci_c,target_temperature_deci_c,status",frontend R23 -> DB B-03,partial,temperature/status from DB; no task -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,槽位和温度可关联；样本扫码/LIS 示例表为空时条码字段 null。
svg-slide-r24,R24,玻片通道,"$.digitalTwinPayload.slideTemps[?name==""R24""].temp",physical_slots + thermal_point_states + slide_tasks + staining_tasks,"code,slot_no,drawer_code,current_temperature_deci_c,target_temperature_deci_c,status",frontend R24 -> DB B-04,partial,temperature/status from DB; no task -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,槽位和温度可关联；样本扫码/LIS 示例表为空时条码字段 null。
svg-slide-r31,R31,玻片通道,"$.digitalTwinPayload.slideTemps[?name==""R31""].temp",physical_slots + thermal_point_states + slide_tasks + staining_tasks,"code,slot_no,drawer_code,current_temperature_deci_c,target_temperature_deci_c,status",frontend R31 -> DB C-01,partial,temperature/status from DB; no task -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,槽位和温度可关联；样本扫码/LIS 示例表为空时条码字段 null。
svg-slide-r32,R32,玻片通道,"$.digitalTwinPayload.slideTemps[?name==""R32""].temp",physical_slots + thermal_point_states + slide_tasks + staining_tasks,"code,slot_no,drawer_code,current_temperature_deci_c,target_temperature_deci_c,status",frontend R32 -> DB C-02,partial,temperature/status from DB; no task -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,槽位和温度可关联；样本扫码/LIS 示例表为空时条码字段 null。
svg-slide-r33,R33,玻片通道,"$.digitalTwinPayload.slideTemps[?name==""R33""].temp",physical_slots + thermal_point_states + slide_tasks + staining_tasks,"code,slot_no,drawer_code,current_temperature_deci_c,target_temperature_deci_c,status",frontend R33 -> DB C-03,partial,temperature/status from DB; no task -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,槽位和温度可关联；样本扫码/LIS 示例表为空时条码字段 null。
svg-slide-r34,R34,玻片通道,"$.digitalTwinPayload.slideTemps[?name==""R34""].temp",physical_slots + thermal_point_states + slide_tasks + staining_tasks,"code,slot_no,drawer_code,current_temperature_deci_c,target_temperature_deci_c,status",frontend R34 -> DB C-04,partial,temperature/status from DB; no task -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,槽位和温度可关联；样本扫码/LIS 示例表为空时条码字段 null。
svg-slide-r41,R41,玻片通道,"$.digitalTwinPayload.slideTemps[?name==""R41""].temp",physical_slots + thermal_point_states + slide_tasks + staining_tasks,"code,slot_no,drawer_code,current_temperature_deci_c,target_temperature_deci_c,status",frontend R41 -> DB D-01,partial,temperature/status from DB; no task -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,槽位和温度可关联；样本扫码/LIS 示例表为空时条码字段 null。
svg-slide-r42,R42,玻片通道,"$.digitalTwinPayload.slideTemps[?name==""R42""].temp",physical_slots + thermal_point_states + slide_tasks + staining_tasks,"code,slot_no,drawer_code,current_temperature_deci_c,target_temperature_deci_c,status",frontend R42 -> DB D-02,partial,temperature/status from DB; no task -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,槽位和温度可关联；样本扫码/LIS 示例表为空时条码字段 null。
svg-slide-r43,R43,玻片通道,"$.digitalTwinPayload.slideTemps[?name==""R43""].temp",physical_slots + thermal_point_states + slide_tasks + staining_tasks,"code,slot_no,drawer_code,current_temperature_deci_c,target_temperature_deci_c,status",frontend R43 -> DB D-03,partial,temperature/status from DB; no task -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,槽位和温度可关联；样本扫码/LIS 示例表为空时条码字段 null。
svg-slide-r44,R44,玻片通道,"$.digitalTwinPayload.slideTemps[?name==""R44""].temp",physical_slots + thermal_point_states + slide_tasks + staining_tasks,"code,slot_no,drawer_code,current_temperature_deci_c,target_temperature_deci_c,status",frontend R44 -> DB D-04,partial,temperature/status from DB; no task -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,槽位和温度可关联；样本扫码/LIS 示例表为空时条码字段 null。
svg-port-waste-m1,废液孔_M1,废液孔,$.control_values.svg-port-waste-m1,wash_positions / liquid_container_states,"code,wash_type,current_volume_ul,capacity_ul,level_status",by category/channel,partial,container state where available; per-hole engineering values -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,系统液/废液容器可关联；每个 SVG 孔位的出水温度/流量无独立表。
svg-port-waste-m2,废液孔_M2,废液孔,$.control_values.svg-port-waste-m2,wash_positions / liquid_container_states,"code,wash_type,current_volume_ul,capacity_ul,level_status",by category/channel,partial,container state where available; per-hole engineering values -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,系统液/废液容器可关联；每个 SVG 孔位的出水温度/流量无独立表。
svg-port-waste-m3,废液孔_M3,废液孔,$.control_values.svg-port-waste-m3,wash_positions / liquid_container_states,"code,wash_type,current_volume_ul,capacity_ul,level_status",by category/channel,partial,container state where available; per-hole engineering values -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,系统液/废液容器可关联；每个 SVG 孔位的出水温度/流量无独立表。
svg-port-waste-m4,废液孔_M4,废液孔,$.control_values.svg-port-waste-m4,wash_positions / liquid_container_states,"code,wash_type,current_volume_ul,capacity_ul,level_status",by category/channel,partial,container state where available; per-hole engineering values -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,系统液/废液容器可关联；每个 SVG 孔位的出水温度/流量无独立表。
svg-port-toxic-m1,排毒孔_M1,排毒孔,$.control_values.svg-port-toxic-m1,wash_positions / liquid_container_states,"code,wash_type,current_volume_ul,capacity_ul,level_status",by category/channel,partial,container state where available; per-hole engineering values -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,系统液/废液容器可关联；每个 SVG 孔位的出水温度/流量无独立表。
svg-port-toxic-m2,排毒孔_M2,排毒孔,$.control_values.svg-port-toxic-m2,wash_positions / liquid_container_states,"code,wash_type,current_volume_ul,capacity_ul,level_status",by category/channel,partial,container state where available; per-hole engineering values -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,系统液/废液容器可关联；每个 SVG 孔位的出水温度/流量无独立表。
svg-port-toxic-m3,排毒孔_M3,排毒孔,$.control_values.svg-port-toxic-m3,wash_positions / liquid_container_states,"code,wash_type,current_volume_ul,capacity_ul,level_status",by category/channel,partial,container state where available; per-hole engineering values -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,系统液/废液容器可关联；每个 SVG 孔位的出水温度/流量无独立表。
svg-port-toxic-m4,排毒孔_M4,排毒孔,$.control_values.svg-port-toxic-m4,wash_positions / liquid_container_states,"code,wash_type,current_volume_ul,capacity_ul,level_status",by category/channel,partial,container state where available; per-hole engineering values -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,系统液/废液容器可关联；每个 SVG 孔位的出水温度/流量无独立表。
svg-port-clean-channel-1,通道1_清洗孔,清洗孔,$.control_values.svg-port-clean-channel-1,wash_positions / liquid_container_states,"code,wash_type,current_volume_ul,capacity_ul,level_status",by category/channel,partial,container state where available; per-hole engineering values -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,系统液/废液容器可关联；每个 SVG 孔位的出水温度/流量无独立表。
svg-port-clean-channel-2,通道2_清洗孔,清洗孔,$.control_values.svg-port-clean-channel-2,wash_positions / liquid_container_states,"code,wash_type,current_volume_ul,capacity_ul,level_status",by category/channel,partial,container state where available; per-hole engineering values -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,系统液/废液容器可关联；每个 SVG 孔位的出水温度/流量无独立表。
svg-port-clean-channel-3,通道3_清洗孔,清洗孔,$.control_values.svg-port-clean-channel-3,wash_positions / liquid_container_states,"code,wash_type,current_volume_ul,capacity_ul,level_status",by category/channel,partial,container state where available; per-hole engineering values -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,系统液/废液容器可关联；每个 SVG 孔位的出水温度/流量无独立表。
svg-port-clean-channel-4,通道4_清洗孔,清洗孔,$.control_values.svg-port-clean-channel-4,wash_positions / liquid_container_states,"code,wash_type,current_volume_ul,capacity_ul,level_status",by category/channel,partial,container state where available; per-hole engineering values -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,系统液/废液容器可关联；每个 SVG 孔位的出水温度/流量无独立表。
svg-camera-reagent-scanner,试剂扫码相机,相机,$.control_values.svg-camera-reagent-scanner,reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"status,started_at_utc,completed_at_utc,result_json",scanner type,partial,online/status from latest checks/sessions; COM/ROI config -> null unless future table added,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码会话/自检状态可关联；COM、ROI、触发模式配置不在示例库中。
svg-arm-needle-z1,针头_Z1,机械臂相对位置,$.control_values.svg-arm-needle-z1,robot_arm_states / needle_states,"current_x_um,current_y_um,current_z_um,status,needle_no,volume_ul",arm or needle code,partial,status/position where available; null for unreported axes,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,机械臂和针头状态可关联；样例中部分坐标为 null。
svg-arm-needle-z2,针头_Z2,机械臂相对位置,$.control_values.svg-arm-needle-z2,robot_arm_states / needle_states,"current_x_um,current_y_um,current_z_um,status,needle_no,volume_ul",arm or needle code,partial,status/position where available; null for unreported axes,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,机械臂和针头状态可关联；样例中部分坐标为 null。
